NOR Rating, alle båter
1;NOR-14570;Marialene;Elan 350;Steinar JØRGENSEN;DSSF
2;NOR-10129;Tjangs;X-332;Bjørn Erik SØDAL;CSSF
3;NOR-46;Synkfryd;H-boat;Linn BRENNA;DSSF
