Doublehanded
1;NOR-15788;Marius LØKEN;RØYK;Off Course;Dehler 44;;;;;;;;;;
2;NOR-13372;Ole Fredrik MELLEBY;ASKR;Sana;First 31.7;;;;;;;;;;
3;NOR-30048;Tim SANDBERG;TØSF;Hyrrokin;Dehler 30;;;;;;;;;;
4;NOR-14760;Håkon HJORTHØY;ASKR;Illuminati;Grand Soleil 43 BC;;;;;;;;;;
5;NOR-12488;Øyvind KNUDSEN;MOSS;Lethe;First 34.7;;;;;;;;;;
6;NOR-13918;Arne BRATLIE;HURU;Malolo;Sun Fast 37;;;;;;;;;;
7;NOR-33002;Lars MOE-HELGESEN;DSSF;Pretty Fast;Sun Fast 3300;;;;;;;;;;
8;NOR-9299;Svein Are LØTVEIT;ASKR;Olisabeth;LUFFE 40 MH;;;;;;;;;;
9;NOR-15461;Edvard ASPELUND;BUND;Ms. Mellett;Sun Fast 3600;;;;;;;;;;
10;NOR-15443;Jan SYLTE;ASKR;Tia;Arcona 410;;;;;;;;;;
11;NOR-15924;Christer LIE;BÆRU;Feelgood;Arcona 430;;;;;;;;;;
12;NOR-2121;Kristian JERPETJØN;NESO;Aiolos;Figaro 2;;;;;;;;;;
13;NOR-16251;Kjetil TØRSETH;HURU;IYLO;Italia 9.98;;;;;;;;;;
14;NOR-15938;Per-Ola BAALERUD;KNS;Solitude;SunFast 3300;;;;;;;;;;
15;NOR-10740;Snorre Strand ANDERSEN;BÆRU;Kuling;Elan 40 dyp kjøl;;;;;;;;;;
16;NOR-12212;Kjetil BAKKE;ASKR;CaféRacer2;Class 40;;;;;;;;;;
17;NOR-11541;Geir Inge JURIKS;KNS;JJFLASH;J/109;;;;;;;;;;
18;NOR-11643;Sven Olav OLVIN;BUND;Spiralis;Hanse 370;;;;;;;;;;
19;NOR-13946;Christian TOVERUD;BUND;Just 4 Fun;Salona 34
20;NOR-67;Florian KOSCHE;KNS;Chasing Grace;Classe 40

Singlehanded
1;NOR-4658;Mikael KHEI;SARP;Lady Stardust;ALBIN NOVA
2;NOR-33004;Ole-Petter LAKSHOLM;SOON;Popcorn;Sun Fast 3300
3;NOR-12057;Morten WESTBERG;KNS;Time Bandit;Grand Soleil 37 B&C
4;NOR-12075;Terje CHRISTOFFERSEN;BREV;Allegro;Elan 340
5;NOR-12122;Petter HEGLE;HOLM;Elanique;Elan 410
6;NOR-14408;Petter JOHANSEN;HVAL;Caromilla;Elan 350 grunn kjøl
7;NOR-11285;Frank SANDBERG;KNS;Tusså;Sun Fast 35

Nor Rating 1
1;NOR-17000;Anders Christian WILHELMSEN;KNS;Fifty Fifty;XR-41;;;;;;;;;;;
2;NOR-15666;Jon Sverre HOIDEN;BUND;Sons of Hurricanes;Sinergia 40;;;;;;;;;;;
3;NOR-15811;Andreas JANSEN;KNS;Yani;Marten 49;;;;;;;;;;;
4;NOR-11189;Henning HANSEN;DRAM;piXeline;X-442 Mk I;;;;;;;;;;;
5;NOR-13639;Kristoffer OLSEN;KNS;Quadriga;First 40;;;;;;;;;;;
6;NOR-16440;Vegard HEGGEM;BREV;Roccabella;XP44;;;;;;;;;;;
7;NOR-13697;Erik KRISTER;SASF;Flash V;First 40;;;;;;;;;;;
8;NOR-12221;Andreas S T BRUNVOLL;BÆRU;Milliways;Seaquest 36;;;;;;;;;;;
9;NOR-14643;Truls OLSEN;FRED;Begge Dehler;Dehler 41 SV DK;;;;;;;;;;;
10;NOR-4444;Hans WANG;KNS;Kjappfot;X-40 Dyp kjøl;;;;;;;;;;;
11;NOR-49070;Marius BAKKE;BUND;Psycho;Sinergia 40 IMS;;;;;;;;;;;
12;NOR-16080;Henrik TANGEN;BREV;Ibb;arcona 385;;;;;;;;;;;
13;NOR-15731;Kenneth BJØRKLUND;HOLM;Enderpearl;CNB 76;;;;;;;;;;;
14;NOR-11735;Martin BORG;BÆRU;Trimar 2;Bavaria 42 Match;;;;;;;;;;;
15;NOR-12538;Eivind BAKKE;BUND;Masito;Hanse 430;;;;;;;;;;;
16;NOR-10140;Arne HAMMERSLAND;BÆRU;DILL;IMX 40;;;;;;;;;;;
17;NOR-10804;Bengt de VYLDER;VÅGS;Elbåden Silent Sea;First 47.7;;;;;;;;;;;
18;NOR-15327;Lasse KARSTENSEN;BUND;Ellebelle;Pogo 10.50;;;;;;;;;;;
19;NOR-11839;Torger LIEN;ASKR;Baloo;Grand Soleil 43 BC;;;;;;;;;;;
20;NOR-12102;Jeppe von DÜRING;KNS;My;First 50;;;;;;;;;;;
21;NOR-15125;Eivind CARLSEN;FRED;Lynx;XP-38;;;;;;;;;;;
22;NOR-15036;Nikolai HALLE;KNS;Careen;Elan 400;;;;;;;;;;;
23;NOR-14444;Rolf Eero DYRNES;KNS;WILL;Ridas 46 DS;;;;;;;;;;;
24;NOR-12550;Kjell ARNESEN;KNS;Paradise;FIRST 50;;;;;;;;;;;
25;NOR-14633;Per Øistein JACOBSEN;BREV;Ellevill;Hanse 445;;;;;;;;;;;

Nor Rating 2
