1;SWE-211;Jesper FOLKESSON;XSS;Vindrus;XP 33;;;;;;;;;;;;
2;NOR-12575;Nils KAMFJORD;TØSF;Extase;X-34;;;;;;;;;;;;
3;USA-40777;Svenn Erik HANSEN;DRAM;First Tracks;FIRST 40.7;;;;;;;;;;;;
4;NOR-9781;Thor Erik KARLSEN;TØSF;Lykke;FIRST 40.7;;;;;;;;;;;;
5;NOR-14438;Harald KLÆBOE;DSSF;Momentum;Elan 350;;;;;;;;;;;;
6;NOR-10967;Geir LINDEVIK;VÅGS;Amalie;DUFOUR 40 HR;;;;;;;;;;;;
7;NOR-026;Marius ANDERSEN;FROG;Pakalolo II;Farr 30;;;;;;;;;;;;
8;NOR-11;Erik WELIN-LARSEN;BREV;Farrari;FARR 30;;;;;;;;;;;;
9;NOR-12784;Ragnar ANDREASSEN;BUND;Bris;Arcona 370;;;;;;;;;;;;
11;NOR-11817;Charlotta JONSSON;ASKR;Yess;First 31.7;;;;;;;;;;;;
12;NOR-12111;Eirik BJARGO;BÆRU;Cebina;GRAND SOLEIL 40 C;;;;;;;;;;;;
13;NOR-15712;Hans Petter MORTENSHOLM;TØSF;Blue Charm;Dehler 38;;;;;;;;;;;;
14;NOR-9322;Kjell ELLILA;TØSF;Tarzan;FIRST 31.7 LR;;;;;;;;;;;;
15;NOR-11718;Lene MORINGEN RAVNEVAND;SOON;Fast Raven;Sun Fast 35;;;;;;;;;;;;
16;NOR-11044;Bård Nikolai HJELMEN;--;Mani;Bavaria 38 Match;;;;;;;;;;;;
17;NOR-16450;Mikkel VISLIE;KNS;Lillesøs;X4^0;;;;;;;;;;;;
18;NOR-11227;Frode LUND;BÆRU;SY Mango;Bavaria 42 Match;;;;;;;;;;;;
19;NOR-3639;Juraj PALENIK;ÅSGÅ;Cecilie II;ALBIN NOVA;;;;;;;;;;;;
20;NOR-12119;Bjørn BØRRESEN;BÆRU;LUPI;HR 43;;;;;;;;;;;;
21;NOR-15425;Håkon HAARR;BÆRU;Marlin;Arcona 380;;;;;;;;;;;;
22;NOR-14570;Steinar JØRGENSEN;DSSF;Marialene;Elan 350;;;;;;;;;;;;
23;NOR-16232;Ivar CHRISTIANSEN;BREV;Balder;Sun Odyssey 50DS;;;;;;;;;;;;
