Flerskrog
1;NOR-337;Jan-Kristian VEDELER;TØSF;Dragon;SJAMAN
2;NOR-320M;Line RØDSETH;NESO;Dragonfly32Supreme;Ruffen

NOR Rating 1
1;NOR-16080;Henrik TANGEN;BREV;Arcona 385;Ibb
2;NOR-40;Gustav GOTTEBERG;KNS;X-41;Gottix
3;NOR-15560;Per SORTEDAL;BREV;Aquatich 40;Snakkas
4;NOR-17000;Anders WILHELMSEN;KNS;XR-41;Fifty Fifty
5;NOR-15159;Øystein MISJE;HOLM;Shaw 9;Karma Police
6;NOR-12221;Andreas S T BRUNVOLL;BÆRU;Seaquest 36;Milliways
7;SWE-8790;Per ASP;NESO;ILC 40;CarbonCave
8;NOR-49070;Marius BAKKE;BUND;Sinergia 40 IMS;Psycho
9;NOR-9781;Thor Erik KARLSEN;TØSF;FIRST 40.7;Lykke
10;NOR-85;Gustav SLETSJOE;GÅSØ;J/111;POLLY
11;NOR-10140;Arne HAMMERSLAND;BÆRU;IMX 40;DILL
12;NOR-15986;Jon RYSST;BÆRU;Neo 350;Aurora
13;NOR-15125;Eivind CARLSEN;FRED;XP-38;Lynx
14;NOR-12538;Eivind BAKKE;BUND;Hanse 430;Masito
15;NOR-11227;Frode LUND;BÆRU;Bavaria 42 Match;SY Mango
16;NOR-15787;Nils KUHLE;KNS;SLY 42;Obsession
17;NOR-11;Erik WELIN-LARSEN;BREV;FARR 30;Farrari
18;NOR-9131;Øyvind BANGSUND;BUND;Elliott 9SS;Overload
19;NOR-15283;Stein Erik ØVSTETUN;TØSF;XP-44;Foxy Lady
20;NOR-14500;Stian MÆLAND;BUND;First 40;Mystique
21;NOR-10576;Emil MOHOLTH;TØSF;FARR 395;BesteFarr
22;NOR-036;Tomasz KAPELLA;BÆRU;Fareast 28R;NOR 36

NOR Rating 2
1;NOR-10185;Jan Petter RØD;TØSF;DEHLER 36 JV;Fri av fjærholmen
2;NOR-14438;Harald KLÆBOE;DSSF;Elan 350;Momentum
3;NOR-13920;Ragnar WISLØFF;ASKR;First 35 09-;Smil
4;NOR-151;Pål FIVE;KNS;11:Metre;Greenpeas
5;NOR-10180;Morten LYCKE;BÆRU;FIRST 36.7;Lucky Lady II
6;NOR-13892;Frode BRATTUM;ASKR;Dehler 39 SQ;Fri
7;NOR-154;Vidar Emanuelsen SELJU;MOSS;X-35;Xcalibur
8;NOR-14109;Petter ALBREKTSEN;BÆRU;T-34;Coyote
9;NOR-178;Stein THORSTENSEN;KNS;X-35;Asterix
10;NOR-16364;David KRISTIANSLUND;MOSS;Hanse 370;Konstanse
11;NOR-16104;John Harald HENRIKSEN;BÆRU;Arcona 345;Livlig
12;NOR-191;Kristin NESHEIM;KNS;X-35;BellatriX
13;NOR-10779;Steinar THON;TØSF;Elan 37 dyp kjøl;Hermine II
14;SWE-139;Håkan BAATZ;SSS;X-35;Elsa
15;NOR-12784;Ragnar ANDREASSEN;BUND;Arcona 370;Bris
16;NOR-11850;Vegard PETTERSEN;HOLM;C&C 115;Stella Rosso
17;NOR-12111;Eirik BJARGO;BÆRU;GRAND SOLEIL 40 C;Cebina
18;GBR-8588R;Alexander THØGERSEN;--;J/88;J-Force

NOR Rating 3
1;NOR-12575;Nils KAMFJORD;TØSF;X-34;Extase
2;NOR-13372;Ole Fredrik MELLEBY;ASKR;First 31.7;Sana
3;NOR-14037;Tobias BRODTKORB;HOLM;X-34;Slappa 3
4;NOR-10745;Eivind Nysether TYTLANDSVIK;ÅSGÅ;First 36.7;Eowyn
5;NOR-11843;Bjørn HANSEN;BÆRU;First 34.7;Sinbad 2
6;NOR-10886;Christian GRIMSGAARD;FROG;J/92;IGGY
7;NOR-15871;Ragnar Øyno JENSEN;BUND;Hanse 370;Snøløs
8;NOR-10482;Gunnar HOGSRØD;GÅSØ;FIRST 36.7 CR;SHADOWFAX
9;NOR-9775;Jonas SMITT-AMUNDSEN;KNS;FIRST 31.7 LR;Bilbo
10;NOR-10526;Arve BRUUN OLSEN;HOLM;Elan 362;Catzani
11;NOR-16320;Theodor KRISTENSEN;MOSS;Maxi 909;Pandora
12;NOR-16339;Morten ERLANDSEN;GKSS;Bavaria 37Cr;Babaluba
13;NOR-9801;Stephen EDWARDSEN;GÅSØ;ELAN 333;Trigger
